Libellé ROME,Code OGR,cluster_1,cluster_2,cluster_3,code_ROME,encoding_label
Conseiller / Conseillère viticole,13496,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.5257545   0.23982517 -0.56587404 ... -0.12139597  0.4913213
 -0.03009563]"
Conseiller forestier / Conseillère forestière,13459,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.4960937   0.70170075 -0.5666535  ... -0.2361448   0.64563423
 -0.30288547]"
Hydraulicien / Hydraulicienne en agriculture,15498,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 8.3112818e-01  2.3339728e-01  7.4933469e-04 ... -6.1026734e-01
  3.0921769e-01  9.2696249e-02]"
Technicien / Technicienne arboricole,19657,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.35021567  0.11784085 -0.63594246 ...  0.00550714  0.5407362
 -0.8209206 ]"
Technicien / Technicienne avicole,19667,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.1980963   0.26649332 -0.67348874 ...  0.13700873  0.10982838
 -0.78515387]"
Technicien / Technicienne bâtiments d'élevage,19670,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.32186636  0.7033545  -0.47710627 ...  0.04049508  0.36427307
 -0.6694616 ]"
Technicien / Technicienne bovin,19679,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.5991211   0.32987466 -0.36969414 ... -0.25510964  0.226883
 -0.4671209 ]"
Technicien / Technicienne caprin,19683,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.6349369   0.23785906 -0.26989195 ... -0.18594769  0.13299839
 -0.42403245]"
Technicien / Technicienne cunicole,19705,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.36500674  0.6021808  -0.4406333  ...  0.14859372  0.14053185
 -0.5242856 ]"
Technicien / Technicienne d'agriculture,19709,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.5074675   0.38343832 -0.5137196  ... -0.28020614  0.20254202
 -0.58942574]"
Technicien / Technicienne d'élevage,19932,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.5728577   0.3734862  -0.51627547 ... -0.16110653  0.07136304
 -0.6213931 ]"
Technicien / Technicienne d'expérimentation,19968,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.34622952  0.3943087  -0.48479402 ... -0.03280246  0.24756914
 -0.4038613 ]"
Technicien / Technicienne de culture maraîchère,19743,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.60134274  0.21293859 -0.7860246  ... -0.47447884 -0.05405316
 -0.21067631]"
Technicien / Technicienne de génie écologique,200083,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.26446763  0.3706847  -0.5859304  ... -0.01215954  0.307558
 -0.7602516 ]"
Technicien / Technicienne de maintenance végétale,19875,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.36555567 -0.03640058 -0.3862129  ... -0.11277575  0.08410206
 -0.50104535]"
Technicien / Technicienne de production animale,19900,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.05514713  0.22002126 -0.54726136 ... -0.2593255   0.00740303
 -0.70019984]"
Technicien / Technicienne des travaux forestiers,19953,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.15205023  0.50202614 -0.3486219  ... -0.27003098  0.6080841
 -0.7448322 ]"
Technicien / Technicienne du génie rural,20019,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.4625832   0.37031615 -0.29027277 ... -0.22573969  0.05136973
 -0.6132464 ]"
Technicien / Technicienne du génie sanitaire et environnement,20020,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.14511256  0.47080982 -0.44741488 ... -0.4074355   0.25768247
 -0.5332266 ]"
Technicien / Technicienne en agriculture biologique,20036,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.35038906  0.29178235 -0.790178   ... -0.31057265  0.20038135
 -0.63638806]"
Technicien / Technicienne en alimentation animale,20037,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[-0.13056731  0.4827118  -0.5446961  ... -0.40980637 -0.08014206
 -0.6433514 ]"
Technicien / Technicienne en fabrication fromagère,20066,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.12506256  0.5115151  -0.54109615 ... -0.32332864  0.06357862
 -0.1754187 ]"
Technicien / Technicienne équin,20135,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.5061124   0.3752383  -0.44848168 ... -0.27968794 -0.05867942
 -0.9612781 ]"
Technicien / Technicienne horticole,20165,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.5264092   0.2897545  -0.5950044  ...  0.15325017  0.29074728
 -0.5869012 ]"
Technicien / Technicienne ovin,20207,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.15841411  0.5012009  -0.24465066 ... -0.2688744   0.27088356
 -0.52949435]"
Technicien / Technicienne porcin,20218,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.4510771   0.34154266 -0.41302186 ... -0.02316536  0.17570993
 -0.30428708]"
Technicien / Technicienne semences,20252,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.54800946  0.09050332 -0.51309556 ...  0.03417402 -0.00898715
 -0.67956215]"
Technicien / Technicienne viticole,20286,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.42699268  0.25919536 -0.4799997  ...  0.01251275  0.39594287
 -0.24522583]"
Technicien foncier / Technicienne foncière,20147,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.3121684   0.73500884 -0.1975126  ... -0.07050038  0.3348609
 -0.42246193]"
Technicien foncier / Technicienne foncière en agriculture,20148,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.35933214  0.6747404  -0.2883283  ... -0.33059722  0.32990825
 -0.4462835 ]"
Technicien forestier / Technicienne forestière,20149,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.19861566  0.60010576 -0.36599863 ... -0.24427757  0.49376693
 -0.71502054]"
Technicien forestier / Technicienne forestière d'études et de recherche,20150,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.13177225  0.6697024  -0.28295824 ... -0.42247304  0.57640123
 -0.72666496]"
Technicien laitier / Technicienne laitière,20179,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Conseil et assistance technique en agriculture et environnement naturel,A1301,"[ 0.36783165  0.6914258  -0.31763107 ... -0.6802143   0.07450005
 -0.56853473]"
Agent / Agente de collecte d'embryons,10401,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.52473396  0.65865254 -0.12576114 ...  0.34175172  0.23186676
 -0.29006377]"
Agent / Agente de production laitière,10566,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.5726069   0.62087893 -0.2471996  ... -0.17967993  0.20719184
 -0.3572393 ]"
Agent / Agente sanitaire apicole,10754,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.79891676  0.18499199 -0.19415389 ...  0.15222502  0.6385933
 -0.35844257]"
Agent / Agente sanitaire de l'agriculture,10755,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.7449604   0.35741436 -0.04093764 ... -0.4492523   0.49710542
 -0.40834332]"
Agent / Agente technique agricole,10759,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.2520595   0.3638825  -0.50462896 ... -0.24069263  0.5585908
 -0.8386469 ]"
Agent / Agente technique d'élevage,10778,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.45715517  0.3682202  -0.43486032 ...  0.04627576  0.33773345
 -0.59039783]"
Agent / Agente technique en produits de traitement,10789,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.1621115   0.1715408  -0.46794546 ...  0.03465099  0.6778561
 -0.12809826]"
Assistant / Assistante sanitaire apicole,11330,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.4787806   0.1824127  -0.15090607 ...  0.0980754   0.3687514
 -0.49478114]"
Contrôleur / Contrôleuse de croissance de l'agriculture,13594,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.6582537  -0.21826556 -0.34770137 ... -0.18422857  0.36925778
 -0.25996616]"
Contrôleur / Contrôleuse de culture,13595,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.58576846  0.04611157 -0.46081337 ... -0.18229824  0.3376721
  0.08764397]"
Contrôleur / Contrôleuse de performance,13612,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.4720558  -0.06627022 -0.5410872  ... -0.01594306  0.286595
 -0.3373512 ]"
Contrôleur / Contrôleuse viticole,13662,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.6506733  -0.06364376 -0.56143224 ... -0.15667586  0.6355973
  0.08470877]"
Contrôleur laitier / Contrôleuse laitière,13642,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.45899528  0.40038913 -0.40599376 ... -0.25913405  0.23782966
 -0.18675005]"
Contrôleur-pointeur / Contrôleuse-pointeuse,13665,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.4258704  -0.14549729 -0.45186105 ...  0.1944767   0.46092477
 -0.04201464]"
Inséminateur artificiel / Inséminatrice artificielle,15918,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.343185    0.4350376  -0.18501131 ...  0.17416303  0.71008027
  0.6518131 ]"
Peseur laitier / Peseuse laitière,17673,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.4864512   0.6827451   0.19696973 ... -0.6229542   0.11199488
 -0.24912381]"
Technicien / Technicienne agricole,19652,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.42676035  0.33402345 -0.6146571  ... -0.30583778  0.29862356
 -0.651302  ]"
Technicien / Technicienne de contrôle de croissance de l'agriculture,19724,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.58913004  0.01957558 -0.5289835  ... -0.15120406  0.20891556
 -0.59016865]"
Technicien / Technicienne de contrôle laitier,19736,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.22328565  0.40660053 -0.48893833 ... -0.291741    0.08043678
 -0.5032958 ]"
Technicien / Technicienne de production laitière,19917,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.24599515  0.5973989  -0.4351034  ... -0.427515   -0.02246208
 -0.6040561 ]"
Technicien / Technicienne des services vétérinaires,19951,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Contrôle et diagnostic technique en agriculture,A1302,"[ 0.40455812  0.29910785 -0.4140145  ... -0.34852582  0.23287587
 -0.82939494]"
